Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal
2013-05-11,60,43,52.0,37,45.0,0.0
2013-05-12,55,37,46.0,29,39.0,0.0
2013-05-13,64,36,50.0,32,43.0,0.0
2013-05-14,91,50,71.0,49,59.0,0.0
2013-05-15,84,60,72.0,49,59.0,0.0
2013-05-16,83,53,68.0,46,56.0,0.0
2013-05-17,70,55,63.0,46,53.0,0.0
2013-05-18,80,56,68.0,56,61.0,0.0
2013-05-19,86,58,72.0,61,66.0,0.0
2013-05-20,89,65,77.0,60,67.0,1.09
2013-05-21,81,64,73.0,63,66.0,0.56
2013-05-22,73,52,63.0,60,63.0,1.35
2013-05-23,54,42,48.0,43,46.0,0.06
2013-05-24,57,41,49.0,34,42.0,0.0
2013-05-25,57,44,51.0,37,44.0,0.0
2013-05-26,68,44,56.0,44,50.0,0.02
2013-05-27,62,53,58.0,53,55.0,0.23
2013-05-28,76,56,66.0,64,66.0,0.2
2013-05-29,84,64,74.0,64,67.0,0.01
2013-05-30,83,64,74.0,66,69.0,0.51
2013-05-31,77,64,71.0,65,67.0,0.3
2013-06-01,76,63,70.0,62,64.0,0.56
2013-06-02,63,43,53.0,50,51.0,0.01
2013-06-03,68,43,56.0,43,50.0,0.0
2013-06-04,72,50,61.0,45,52.0,0.0
2013-06-05,73,54,64.0,49,54.0,0.01
2013-06-06,64,52,58.0,50,53.0,0.15
2013-06-07,68,52,60.0,45,52.0,0.0
2013-06-08,74,49,62.0,43,53.0,0.0
2013-06-09,80,55,68.0,55,61.0,0.01
2013-06-10,76,60,68.0,63,65.0,0.26
2013-06-11,83,60,72.0,62,67.0,0.0
2013-06-12,86,63,75.0,64,67.0,0.75
2013-06-13,73,58,66.0,54,59.0,0.0
2013-06-14,78,56,67.0,51,57.0,0.0
2013-06-15,80,58,69.0,62,65.0,0.17
2013-06-16,86,69,78.0,62,67.0,0.0
2013-06-17,88,59,74.0,55,63.0,0.03
2013-06-18,71,56,64.0,52,56.0,0.0
2013-06-19,75,53,64.0,46,55.0,0.0
2013-06-20,86,56,71.0,58,64.0,0.0
2013-06-21,82,68,75.0,65,68.0,0.79
2013-06-22,80,67,74.0,67,69.0,0.04
2013-06-23,87,66,77.0,68,71.0,0.84
2013-06-24,89,67,78.0,67,69.0,0.18
2013-06-25,85,67,76.0,69,71.0,0.03
2013-06-26,80,66,73.0,67,68.0,1.48
2013-06-27,90,64,77.0,67,70.0,0.92
2013-06-28,83,67,75.0,61,66.0,0.0
2013-06-29,72,64,68.0,59,62.0,0.0
2013-06-30,77,62,70.0,52,59.0,0.0
2013-07-01,75,59,67.0,51,58.0,0.0
2013-07-02,68,60,64.0,52,57.0,0.0
2013-07-03,72,59,66.0,60,62.0,0.02
2013-07-04,83,56,70.0,61,64.0,0.0
2013-07-05,86,60,73.0,61,66.0,0.0
2013-07-06,83,65,74.0,65,68.0,0.0
2013-07-07,88,70,79.0,67,71.0,0.0
2013-07-08,86,70,78.0,71,74.0,0.5
2013-07-09,85,73,79.0,74,75.0,0.0
2013-07-10,85,66,76.0,65,70.0,0.0
2013-07-11,81,64,73.0,54,62.0,0.0
2013-07-12,83,58,71.0,53,61.0,0.0
2013-07-13,84,62,73.0,59,65.0,0.0
2013-07-14,88,72,80.0,66,71.0,0.0
2013-07-15,89,71,80.0,71,74.0,0.09
2013-07-16,92,73,83.0,72,75.0,0.0
2013-07-17,94,76,85.0,72,76.0,0.0
2013-07-18,95,77,86.0,72,76.0,0.0
2013-07-19,96,71,84.0,70,75.0,0.58
2013-07-20,89,71,80.0,64,69.0,0.06
2013-07-21,88,68,78.0,65,69.0,0.01
2013-07-22,87,71,79.0,66,71.0,0.0
2013-07-23,78,63,71.0,60,64.0,0.03
2013-07-24,72,60,66.0,51,58.0,0.0
2013-07-25,81,57,69.0,54,61.0,0.0
2013-07-26,70,62,66.0,61,63.0,0.39
2013-07-27,65,55,60.0,51,56.0,0.0
2013-07-28,69,54,62.0,50,55.0,0.0
2013-07-29,76,57,67.0,55,59.0,0.0
2013-07-30,74,57,66.0,59,62.0,0.04
2013-07-31,75,62,69.0,64,65.0,0.5
2013-08-01,81,61,71.0,57,62.0,0.0
2013-08-02,84,62,73.0,63,67.0,0.63
2013-08-03,81,64,73.0,55,62.0,0.0
2013-08-04,75,60,68.0,56,61.0,0.0
2013-08-05,75,58,67.0,59,62.0,0.07
2013-08-06,83,67,75.0,68,70.0,0.04
2013-08-07,89,67,78.0,68,71.0,0.0
2013-08-08,78,65,72.0,56,62.0,0.0
2013-08-09,82,59,71.0,60,65.0,0.0
2013-08-10,81,64,73.0,57,65.0,0.0
2013-08-11,81,60,71.0,61,65.0,0.01
2013-08-12,82,67,75.0,65,68.0,0.27
2013-08-13,70,58,64.0,52,58.0,0.0
2013-08-14,72,56,64.0,50,56.0,0.0
2013-08-15,75,55,65.0,53,58.0,0.0
2013-08-16,82,55,69.0,52,60.0,0.0
2013-08-17,81,57,69.0,56,62.0,0.0
2013-08-18,81,59,70.0,57,63.0,0.0
2013-08-19,85,57,71.0,60,65.0,0.0
2013-08-20,88,66,77.0,62,68.0,0.0
2013-08-21,90,68,79.0,65,70.0,0.01
2013-08-22,78,68,73.0,67,69.0,0.23
2013-08-23,82,62,72.0,55,63.0,0.0
2013-08-24,86,60,73.0,59,65.0,0.0
2013-08-25,89,65,77.0,62,68.0,0.0
2013-08-26,92,70,81.0,68,72.0,0.0
2013-08-27,96,77,87.0,70,75.0,0.0
2013-08-28,83,71,77.0,69,72.0,0.0
2013-08-29,89,66,78.0,64,69.0,0.0
2013-08-30,96,67,82.0,68,72.0,0.36
2013-08-31,78,71,75.0,67,69.0,0.07
2013-09-01,85,65,75.0,67,70.0,0.14
2013-09-02,79,60,70.0,61,64.0,0.0
2013-09-03,77,57,67.0,54,59.0,0.0
2013-09-04,84,59,72.0,57,63.0,0.0
2013-09-05,74,59,67.0,54,60.0,0.0
2013-09-06,86,57,72.0,58,64.0,0.0
2013-09-07,88,65,77.0,62,68.0,0.01
2013-09-08,77,71,74.0,66,69.0,0.0
2013-09-09,94,68,81.0,70,74.0,0.0
2013-09-10,95,77,86.0,64,71.0,0.0
2013-09-11,91,75,83.0,66,71.0,0.0
2013-09-12,82,62,72.0,59,64.0,0.0
2013-09-13,67,52,60.0,45,52.0,0.0
2013-09-14,72,47,60.0,43,52.0,0.0
2013-09-15,62,56,59.0,52,55.0,0.65
2013-09-16,64,51,58.0,47,52.0,0.0
2013-09-17,71,49,60.0,51,56.0,0.0
2013-09-18,81,60,71.0,60,64.0,0.55
2013-09-19,84,69,77.0,68,70.0,0.84
2013-09-20,76,58,67.0,60,63.0,0.0
2013-09-21,67,52,60.0,48,53.0,0.0
2013-09-22,67,49,58.0,47,52.0,0.0
2013-09-23,67,46,57.0,48,53.0,0.0
2013-09-24,70,49,60.0,49,54.0,0.0
2013-09-25,70,51,61.0,52,56.0,0.0
2013-09-26,75,50,63.0,52,58.0,0.0
2013-09-27,81,52,67.0,51,57.0,0.0
2013-09-28,84,55,70.0,56,62.0,0.2
2013-09-29,68,51,60.0,49,54.0,0.18
2013-09-30,74,47,61.0,49,55.0,0.0
2013-10-01,79,62,71.0,62,65.0,0.0
2013-10-02,76,62,69.0,50,59.0,0.0
2013-10-03,78,60,69.0,65,67.0,0.12
2013-10-04,74,65,70.0,65,66.0,0.0
2013-10-05,80,61,71.0,66,68.0,0.82
2013-10-06,64,45,55.0,44,49.0,0.09
2013-10-07,68,45,57.0,45,50.0,0.0
2013-10-08,75,43,59.0,48,53.0,0.0
2013-10-09,71,48,60.0,47,53.0,0.0
2013-10-10,74,46,60.0,50,55.0,0.0
2013-10-11,76,51,64.0,51,56.0,0.0
2013-10-12,73,46,60.0,54,57.0,0.12
2013-10-13,64,44,54.0,41,48.0,0.0
2013-10-14,62,42,52.0,44,49.0,0.0
2013-10-15,64,49,57.0,51,54.0,0.07
2013-10-16,54,47,51.0,45,48.0,0.0
2013-10-17,53,40,47.0,44,46.0,0.29
2013-10-18,50,39,45.0,40,43.0,0.0
2013-10-19,54,42,48.0,37,42.0,0.01
2013-10-20,61,36,49.0,42,46.0,0.01
2013-10-21,55,33,44.0,31,38.0,0.0
2013-10-22,42,29,36.0,31,34.0,0.0
2013-10-23,46,32,39.0,27,34.0,0.0
2013-10-24,44,31,38.0,25,33.0,0.0
2013-10-25,51,29,40.0,26,35.0,0.0
2013-10-26,55,37,46.0,29,39.0,0.0
2013-10-27,54,29,42.0,29,37.0,0.0
2013-10-28,53,35,44.0,37,41.0,0.0
2013-10-29,57,42,50.0,40,45.0,0.0
2013-10-30,63,43,53.0,52,53.0,0.55
2013-10-31,64,46,55.0,56,57.0,1.04
2014-05-01,49,42,46.0,38,42.0,0.09
2014-05-02,53,46,50.0,39,45.0,0.0
2014-05-03,67,46,57.0,37,48.0,0.0
2014-05-04,58,44,51.0,29,41.0,0.0
2014-05-05,55,43,49.0,34,42.0,0.05
2014-05-06,63,41,52.0,34,45.0,0.0
2014-05-07,78,48,63.0,42,50.0,0.0
2014-05-08,89,51,70.0,55,63.0,0.1
2014-05-09,73,54,64.0,52,58.0,1.03
2014-05-10,77,47,62.0,42,52.0,0.0
2014-05-11,81,52,67.0,53,59.0,0.12
2014-05-12,84,64,74.0,64,67.0,2.09
2014-05-13,67,52,60.0,53,56.0,0.12
2014-05-14,56,44,50.0,39,46.0,0.02
2014-05-15,55,40,48.0,35,41.0,0.19
2014-05-16,46,37,42.0,34,38.0,0.1
2014-05-17,60,39,50.0,33,42.0,0.0
2014-05-18,69,47,58.0,37,48.0,0.0
2014-05-19,69,45,57.0,40,50.0,0.0
2014-05-20,85,62,74.0,58,63.0,0.82
2014-05-21,86,63,75.0,55,63.0,0.01
2014-05-22,70,53,62.0,47,54.0,0.0
2014-05-23,69,48,59.0,43,51.0,0.0
2014-05-24,74,47,61.0,42,52.0,0.0
2014-05-25,83,50,67.0,46,56.0,0.0
2014-05-26,87,61,74.0,59,65.0,0.0
2014-05-27,85,58,72.0,61,65.0,0.21
2014-05-28,71,56,64.0,49,55.0,0.03
2014-05-29,76,54,65.0,51,57.0,0.0
2014-05-30,79,53,66.0,49,57.0,0.0
2014-05-31,88,54,71.0,50,59.0,0.0
2014-06-01,90,63,77.0,59,66.0,0.0
2014-06-02,83,68,76.0,62,67.0,0.14
2014-06-03,81,66,74.0,50,60.0,0.0
2014-06-04,70,55,63.0,53,57.0,0.19
2014-06-05,76,52,64.0,42,53.0,0.0
2014-06-06,81,49,65.0,40,54.0,0.0
2014-06-07,84,57,71.0,50,59.0,0.08
2014-06-08,72,54,63.0,44,53.0,0.23
2014-06-09,78,55,67.0,48,55.0,0.0
2014-06-10,66,56,61.0,51,55.0,1.26
2014-06-11,67,57,62.0,55,58.0,0.52
2014-06-12,79,58,69.0,56,62.0,0.0
2014-06-13,75,55,65.0,41,52.0,0.0
2014-06-14,79,52,66.0,43,55.0,0.0
2014-06-15,84,60,72.0,55,63.0,0.0
2014-06-16,88,67,78.0,61,67.0,0.0
2014-06-17,91,77,84.0,64,70.0,0.0
2014-06-18,82,61,72.0,63,66.0,0.65
2014-06-19,79,59,69.0,61,64.0,0.32
2014-06-20,85,63,74.0,63,67.0,0.01
2014-06-21,84,60,72.0,62,65.0,1.28
2014-06-22,82,63,73.0,61,64.0,0.0
2014-06-23,81,66,74.0,65,68.0,0.05
2014-06-24,87,70,79.0,65,69.0,0.41
2014-06-25,80,59,70.0,58,61.0,0.0
2014-06-26,78,59,69.0,57,61.0,0.0
2014-06-27,88,59,74.0,62,67.0,0.0
2014-06-28,87,71,79.0,67,70.0,0.0
2014-06-29,85,69,77.0,67,71.0,0.07
2014-06-30,87,67,77.0,67,70.0,2.6
2014-07-01,80,67,74.0,60,65.0,0.0
2014-07-02,70,56,63.0,53,57.0,0.12
2014-07-03,76,56,66.0,48,56.0,0.07
2014-07-04,79,58,69.0,48,57.0,0.0
2014-07-05,77,60,69.0,54,60.0,0.0
2014-07-06,87,63,75.0,63,68.0,0.0
2014-07-07,88,71,80.0,63,69.0,0.63
2014-07-08,81,66,74.0,59,65.0,0.54
2014-07-09,80,62,71.0,54,61.0,0.0
2014-07-10,79,60,70.0,53,60.0,0.0
2014-07-11,81,60,71.0,54,61.0,0.01
2014-07-12,80,70,75.0,66,69.0,0.47
2014-07-13,85,68,77.0,61,67.0,0.01
2014-07-14,80,61,71.0,54,61.0,0.2
2014-07-15,70,55,63.0,50,56.0,0.05
2014-07-16,72,55,64.0,47,55.0,0.0
2014-07-17,78,54,66.0,50,57.0,0.0
2014-07-18,79,59,69.0,53,60.0,0.0
2014-07-19,80,57,69.0,52,60.0,0.0
2014-07-20,82,60,71.0,56,63.0,0.0
2014-07-21,86,63,75.0,61,66.0,0.0
2014-07-22,90,69,80.0,67,71.0,0.01
2014-07-23,75,59,67.0,51,58.0,0.0
2014-07-24,75,57,66.0,47,56.0,0.0
2014-07-25,75,55,65.0,54,60.0,0.0
2014-07-26,84,68,76.0,63,67.0,0.0
2014-07-27,87,65,76.0,59,66.0,0.02
2014-07-28,73,59,66.0,48,56.0,0.0
2014-07-29,81,58,70.0,53,60.0,0.01
2014-07-30,79,59,69.0,54,60.0,0.0
2014-07-31,84,59,72.0,55,62.0,0.0
2014-08-01,85,62,74.0,56,63.0,0.15
2014-08-02,86,59,73.0,53,61.0,0.0
2014-08-03,87,62,75.0,58,65.0,0.0
2014-08-04,87,67,77.0,60,65.0,2.76
2014-08-05,80,64,72.0,62,65.0,0.0
2014-08-06,80,62,71.0,54,61.0,0.0
2014-08-07,81,61,71.0,56,63.0,0.0
2014-08-08,82,66,74.0,57,64.0,0.0
2014-08-09,80,66,73.0,57,63.0,0.0
2014-08-10,81,69,75.0,59,65.0,0.0
2014-08-11,82,67,75.0,63,67.0,0.85
2014-08-12,70,61,66.0,55,59.0,0.07
2014-08-13,82,57,70.0,55,61.0,0.0
2014-08-14,72,57,65.0,48,56.0,0.0
2014-08-15,78,52,65.0,50,58.0,0.0
2014-08-16,82,62,72.0,61,65.0,0.0
2014-08-17,71,64,68.0,61,63.0,0.0
2014-08-18,83,65,74.0,62,66.0,0.0
2014-08-19,86,69,78.0,65,69.0,0.09
2014-08-20,86,66,76.0,63,68.0,0.0
2014-08-21,79,70,75.0,68,70.0,0.98
2014-08-22,86,72,79.0,70,73.0,1.58
2014-08-23,86,68,77.0,69,71.0,0.34
2014-08-24,88,70,79.0,69,72.0,0.0
2014-08-25,88,71,80.0,68,71.0,0.01
2014-08-26,85,71,78.0,65,69.0,0.12
2014-08-27,82,67,75.0,60,65.0,0.0
2014-08-28,77,67,72.0,57,63.0,0.0
2014-08-29,86,71,79.0,67,70.0,0.08
2014-08-30,83,70,77.0,65,69.0,0.27
2014-08-31,85,68,77.0,65,69.0,0.0
2014-09-01,83,70,77.0,65,69.0,0.36
2014-09-02,82,67,75.0,60,65.0,0.01
2014-09-03,83,61,72.0,59,65.0,0.0
2014-09-04,85,71,78.0,66,70.0,0.26
2014-09-05,88,64,76.0,65,69.0,0.5
2014-09-06,75,60,68.0,51,58.0,0.0
2014-09-07,80,54,67.0,49,57.0,0.0
2014-09-08,77,55,66.0,52,59.0,0.0
2014-09-09,79,63,71.0,59,64.0,0.01
2014-09-10,80,56,68.0,61,64.0,1.31
2014-09-11,56,50,53.0,42,47.0,0.0
2014-09-12,55,44,50.0,43,46.0,0.13
2014-09-13,59,41,50.0,40,44.0,0.0
2014-09-14,65,42,54.0,43,49.0,0.0
2014-09-15,62,51,57.0,48,52.0,0.0
2014-09-16,68,44,56.0,43,50.0,0.0
2014-09-17,70,48,59.0,45,52.0,0.0
2014-09-18,70,53,62.0,52,56.0,0.0
2014-09-19,78,53,66.0,48,56.0,0.0
2014-09-20,77,63,70.0,61,64.0,0.12
2014-09-21,69,51,60.0,50,55.0,0.0
2014-09-22,67,46,57.0,43,49.0,0.0
2014-09-23,74,51,63.0,46,53.0,0.0
2014-09-24,77,54,66.0,49,56.0,0.0
2014-09-25,74,56,65.0,52,58.0,0.0
2014-09-26,79,51,65.0,53,58.0,0.0
2014-09-27,79,54,67.0,54,59.0,0.0
2014-09-28,78,53,66.0,55,59.0,0.0
2014-09-29,83,53,68.0,54,58.0,0.01
2014-09-30,58,47,53.0,47,50.0,0.0
2014-10-01,70,49,60.0,50,55.0,0.0
2014-10-02,72,63,68.0,61,63.0,0.32
2014-10-03,65,43,54.0,45,49.0,0.68
2014-10-04,47,35,41.0,34,39.0,0.06
2014-10-05,55,37,46.0,35,42.0,0.01
2014-10-06,61,42,52.0,38,45.0,0.01
2014-10-07,66,48,57.0,43,50.0,0.0
2014-10-08,65,44,55.0,35,46.0,0.0
2014-10-09,62,43,53.0,34,44.0,0.0
2014-10-10,58,39,49.0,39,44.0,0.0
2014-10-11,59,36,48.0,34,42.0,0.0
2014-10-12,63,38,51.0,42,47.0,0.01
2014-10-13,67,56,62.0,58,60.0,0.64
2014-10-14,65,52,59.0,57,58.0,0.65
2014-10-15,55,50,53.0,51,51.0,0.05
2014-10-16,56,50,53.0,49,51.0,0.0
2014-10-17,62,48,55.0,46,50.0,0.0
2014-10-18,50,36,43.0,38,42.0,0.01
2014-10-19,54,33,44.0,38,43.0,0.0
2014-10-20,65,46,56.0,44,49.0,0.01
2014-10-21,53,45,49.0,39,44.0,0.0
2014-10-22,56,35,46.0,38,43.0,0.0
2014-10-23,59,36,48.0,40,45.0,0.0
2014-10-24,67,52,60.0,46,52.0,0.0
2014-10-25,72,49,61.0,40,51.0,0.0
2014-10-26,64,42,53.0,32,44.0,0.0
2014-10-27,77,51,64.0,51,58.0,0.0
2014-10-28,68,45,57.0,38,47.0,0.0
2014-10-29,49,36,43.0,32,40.0,0.0
2014-10-30,51,32,42.0,34,40.0,0.0
2014-10-31,47,33,40.0,25,33.0,0.03
